"NAME_FGENE","MODEL_LOC_ID","GOSLIM_ID","KEYWORD_CATEGORY","GOSLIM_TERM","ANNOTATED_BY","TAIR_ID"
"chrChr1_mRNA_5036_33098082","LOC_Os01g57280.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G14470"
"chrChr1_mRNA_5050_33205194","LOC_Os01g57460.1","GO:0009790","P","embryo development","IEA","TAIR:AT4G03240"
"chrChr1_mRNA_3598_23760347","LOC_Os01g41900.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G16350"
"chrChr1_mRNA_3685_24360437","LOC_Os01g42800.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G34090"
"chrChr1_mRNA_4761_31422946","LOC_Os01g54620.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G18780"
"chrChr1_mRNA_4853_31996447","LOC_Os01g55530.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT4G23440"
"chrChr2_mRNA_1137_7097062","LOC_Os02g13310.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G36870"
"chrChr2_mRNA_74_406672","LOC_Os02g01730.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G10390"
"chrChr2_mRNA_154_906668","LOC_Os02g02530.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G03120"
"chrChr2_mRNA_3251_22671443","LOC_Os02g37580.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G35700"
"chrChr2_mRNA_3252_22687303","LOC_Os02g37590.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G26690"
"chrChr2_mRNA_3252_22687303","LOC_Os02g37590.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G26690"
"chrChr2_mRNA_209_1207654","LOC_Os02g03060.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G48750"
"chrChr2_mRNA_141_827640","LOC_Os02g02400.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G20630"
"chrChr2_mRNA_643_3755492","LOC_Os02g07310.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G48410"
"chrChr2_mRNA_185_1076776","LOC_Os02g02820.1","GO:0009908","P","flower development","IEA","TAIR:AT2G16910"
"chrChr2_mRNA_187_1084282","LOC_Os02g02840.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G51300"
"chrChr2_mRNA_481_2882177","LOC_Os02g05840.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G30200"
"chrChr10_mRNA_3020_19715337","LOC_Os02g05930.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT1G72300"
"chrChr2_mRNA_495_2955766","LOC_Os02g05940.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G72300"
"chrChr2_mRNA_371_2137095","LOC_Os02g04710.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G07050"
"chrChr2_mRNA_619_3619840","LOC_Os02g07060.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G23860"
"chrChr2_mRNA_643_3755492","LOC_Os02g07310.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT1G48410"
"chrChr2_mRNA_643_3755492","LOC_Os02g07310.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G48410"
"chrChr2_mRNA_922_5536941","LOC_Os02g10520.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G04160"
"chrChr2_mRNA_468_2798833","LOC_Os02g05700.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G57360"
"chrChr2_mRNA_479_2869670","LOC_Os02g05820.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G24370"
"chrChr2_mRNA_702_4120173","LOC_Os02g07870.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G78900"
"chrChr2_mRNA_1919_12970223","LOC_Os02g21810.1","GO:0009790","P","embryo development","IEA","TAIR:AT1G11680"
"chrChr2_mRNA_1924_13014487","LOC_Os02g21890.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G73965"
"chrChr2_mRNA_444_2646360","LOC_Os02g05480.2","GO:0004871","F","signal transducer activity","IEA","TAIR:AT1G10210"
"chrChr2_mRNA_766_4578257","LOC_Os02g08500.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G25180"
"chrChr2_mRNA_766_4578257","LOC_Os02g08500.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G25180"
"chrChr2_mRNA_974_5933077","LOC_Os02g11070.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G26640"
"chrChr2_mRNA_500_2982356","LOC_Os02g05980.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G72300"
"chrChr2_mRNA_861_5146169","LOC_Os02g09920.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G01460"
"chrChr2_mRNA_756_4497115","LOC_Os02g08420.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G15950"
"chrChr2_mRNA_944_5706636","LOC_Os02g10780.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G26660"
"chrChr1_mRNA_6707_42875515","LOC_Os01g74020.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G46640"
"chrChr2_mRNA_2687_18596390","LOC_Os02g31100.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G13190"
"chrChr2_mRNA_726_4309939","LOC_Os02g08140.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G57630"
"chrChr2_mRNA_28_158662","LOC_Os02g01280.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G55490"
"chrChr2_mRNA_881_5282626","LOC_Os02g10120.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT3G45140"
"chrChr1_mRNA_6621_42441662","LOC_Os01g73200.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G71695"
"chrChr2_mRNA_1076_6637973","LOC_Os02g12690.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G42650"
"chrChr2_mRNA_1077_6645926","LOC_Os02g12700.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G27760"
"chrChr2_mRNA_1088_6707433","LOC_Os02g12790.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G56860"
"chrChr2_mRNA_1088_6707433","LOC_Os02g12790.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT5G56860"
"chrChr6_mRNA_4111_27671221","LOC_Os01g74650.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G59760"
"chrChr2_mRNA_1063_6568146","LOC_Os02g12570.1","GO:0009908","P","flower development","IEA","TAIR:AT3G04680"
"chrChr2_mRNA_1075_6628383","LOC_Os02g12680.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT5G42650"
"chrChr1_mRNA_6692_42811967","LOC_Os01g73880.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G18040"
"chrChr2_mRNA_3068_21435187","LOC_Os02g35650.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G02380"
"chrChr2_mRNA_158_934270","LOC_Os02g02570.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G17290"
"chrChr2_mRNA_158_934270","LOC_Os02g02570.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT5G17290"
"chrChr2_mRNA_603_3486813","LOC_Os02g06910.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G30330"
"chrChr2_mRNA_3284_22924459","LOC_Os02g37920.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G02460"
"chrChr1_mRNA_4000_26514543","LOC_Os01g46570.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G12670"
"chrChr2_mRNA_3380_23527156","LOC_Os02g38920.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G04120"
"chrChr6_mRNA_1433_8882614","LOC_Os02g38130.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G25580"
"chrChr2_mRNA_3338_23272550","LOC_Os02g38680.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G48470"
"chrChr1_mRNA_4598_30413844","LOC_Os02g38780.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G25070"
"chrChr2_mRNA_1609_10716741","LOC_Os02g18410.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G20260"
"chrChr2_mRNA_3405_23659166","LOC_Os02g39160.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G60600"
"chrChr2_mRNA_3425_23759256","LOC_Os02g39360.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G06040"
"chrChr2_mRNA_3427_23767446","LOC_Os02g39380.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G03290"
"chrChr2_mRNA_2524_17446354","LOC_Os02g29380.1","GO:0040029","P","regulation of gene expression, epigenetic","IEA","TAIR:AT2G36490"
"chrChr1_mRNA_4333_28796526","LOC_Os01g50110.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G13540"
"chrChr2_mRNA_2019_13759250","LOC_Os02g23823.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G19860"
"chrChr2_mRNA_2309_15734828","LOC_Os02g26810.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G30490"
"chrChr2_mRNA_2332_15891592","LOC_Os02g27030.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G39090"
"chrChr2_mRNA_1317_8558162","LOC_Os02g15310.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G55460"
"chrChr2_mRNA_1323_8593764","LOC_Os02g15350.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G65590"
"chrChr2_mRNA_1442_9446779","LOC_Os02g16540.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G52830"
"chrChr1_mRNA_4693_30975765","LOC_Os01g53880.3","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G16500"
"chrChr2_mRNA_2854_19861224","LOC_Os02g33420.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G74310"
"chrChr2_mRNA_1208_7715739","LOC_Os02g14120.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G45780"
"chrChr2_mRNA_1234_7948543","LOC_Os02g14440.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G05340"
"chrChr2_mRNA_3125_21841064","LOC_Os02g36210.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G02780"
"chrChr2_mRNA_3126_21863592","LOC_Os02g36220.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G79460"
"chrChr2_mRNA_3140_21976544","LOC_Os02g36380.1","GO:0009605","P","response to external stimulus","IEA","TAIR:AT4G08920"
"chrChr2_mRNA_3198_22348185","LOC_Os02g37000.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G40770"
"chrChr2_mRNA_2960_20721731","LOC_Os02g34560.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G09510"
"chrChr2_mRNA_2964_20751320","LOC_Os02g34600.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G10940"
"chrChr4_mRNA_4599_30282336","LOC_Os02g47190.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G45580"
"chrChr2_mRNA_4034_27875979","LOC_Os02g45770.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G45650"
"chrChr2_mRNA_4039_27909385","LOC_Os02g45810.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G24520"
"chrChr2_mRNA_4245_29291570","LOC_Os02g47880.2","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G27960"
"chrChr2_mRNA_4206_28995717","LOC_Os02g47470.2","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G19230"
"chrChr2_mRNA_4162_28701850","LOC_Os02g47020.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT1G32060"
"chrChr2_mRNA_4670_31967805","LOC_Os02g52210.2","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT5G27420"
"chrChr2_mRNA_4390_30192481","LOC_Os02g49410.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G21970"
"chrChr3_mRNA_3921_26448864","LOC_Os03g46750.1","GO:0009790","P","embryo development","IEA","TAIR:AT5G22130"
"chrChr2_mRNA_3624_25133528","LOC_Os02g41800.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G30080"
"chrChr2_mRNA_4580_31425236","LOC_Os02g51320.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G26945"
"chrChr2_mRNA_4542_31161994","LOC_Os02g50960.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G23080"
"chrChr2_mRNA_4543_31171975","LOC_Os02g50970.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G73660"
"chrChr2_mRNA_4563_31299633","LOC_Os02g51150.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G69640"
"chrChr2_mRNA_4566_31312787","LOC_Os02g51180.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G26830"
"chrChr2_mRNA_4575_31396772","LOC_Os02g51280.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G47620"
"chrChr2_mRNA_3602_24915877","LOC_Os02g41550.2","GO:0006950","P","response to stress","IEA","TAIR:AT1G04400"
"chrChr2_mRNA_3610_24989388","LOC_Os02g41650.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G37040"
"chrChr2_mRNA_3575_24724116","LOC_Os02g40784.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G02205"
"chrChr2_mRNA_3460_23989803","LOC_Os02g39710.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G57660"
"chrChr2_mRNA_4794_32648723","LOC_Os02g53340.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT3G17700"
"chrChr2_mRNA_3974_27376761","LOC_Os02g45130.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G41990"
"chrChr2_mRNA_3513_24327114","LOC_Os02g40200.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G47570"
"chrChr2_mRNA_3694_25597604","LOC_Os02g42585.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G20880"
"chrChr2_mRNA_3695_25619122","LOC_Os02g42590.2","GO:0004871","F","signal transducer activity","IEA","TAIR:AT3G15470"
"chrChr2_mRNA_3696_25626748","LOC_Os02g42600.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G21670"
"chrChr2_mRNA_3701_25665014","LOC_Os02g42670.1","GO:0040029","P","regulation of gene expression, epigenetic","IEA","TAIR:AT3G15390"
"chrChr2_mRNA_3968_27341732","LOC_Os02g45070.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G48410"
"chrChr2_mRNA_3952_27225283","LOC_Os02g44930.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G20696"
"chrChr2_mRNA_3953_27228831","LOC_Os02g44940.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT3G16570"
"chrChr3_mRNA_609_3713990","LOC_Os03g07300.1","GO:0009790","P","embryo development","IEA","TAIR:AT5G61410"
"chrChr2_mRNA_3661_25408368","LOC_Os02g42230.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G24490"
"chrChr2_mRNA_4256_29381086","LOC_Os02g48000.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G52580"
"chrChr2_mRNA_4285_29550953","LOC_Os02g48290.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G35460"
"chrChr2_mRNA_3766_26143319","LOC_Os02g43330.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G46680"
"chrChr2_mRNA_3736_25878905","LOC_Os02g42990.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G60690"
"chrChr2_mRNA_3889_26841981","LOC_Os02g44360.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G00150"
"chrChr2_mRNA_3833_26519337","LOC_Os02g43930.3","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G44110"
"chrChr2_mRNA_3834_26524573","LOC_Os02g43940.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G44940"
"chrChr2_mRNA_3849_26609639","LOC_Os02g44080.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G47450"
"chrChr2_mRNA_4325_29833357","LOC_Os02g48740.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G35700"
"chrChr2_mRNA_4326_29850372","LOC_Os02g48770.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G19640"
"chrChr2_mRNA_4332_29882068","LOC_Os02g48840.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G04550"
"chrChr2_mRNA_4288_29574085","LOC_Os02g48320.3","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G35390"
"chrChr2_mRNA_5285_35624137","LOC_Os02g58210.2","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G11950"
"chrChr3_mRNA_215_1300273","LOC_Os03g03070.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G22950"
"chrChr3_mRNA_218_1318268","LOC_Os03g03130.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G57870"
"chrChr2_mRNA_5314_35772198","LOC_Os02g58510.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G17265"
"chrChr2_mRNA_349_1991843","LOC_Os02g04490.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G79000"
"chrChr2_mRNA_352_2007232","LOC_Os02g04520.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G22942"
"chrChr4_mRNA_1104_7289312","LOC_Os02g04530.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G14460"
"chrChr2_mRNA_366_2092997","LOC_Os02g04660.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G31120"
"chrChr3_mRNA_117_645631","LOC_Os03g02030.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G05980"
"chrChr2_mRNA_4519_30999911","LOC_Os02g50770.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G47000"
"chrChr2_mRNA_4984_33864842","LOC_Os02g55320.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G25180"
"chrChr2_mRNA_4921_33483947","LOC_Os02g54650.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G30340"
"chrChr2_mRNA_708_4151244","LOC_Os02g07930.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G21150"
"chrChr2_mRNA_722_4280502","LOC_Os02g08100.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G51680"
"chrChr3_mRNA_291_1790806","LOC_Os03g03910.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT4G35090"
"chrChr3_mRNA_301_1852910","LOC_Os03g04050.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G35230"
"chrChr3_mRNA_302_1860433","LOC_Os03g04060.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G12500"
"chrChr3_mRNA_302_1860433","LOC_Os03g04060.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G12500"
"chrChr3_mRNA_542_3371375","LOC_Os03g06670.1","GO:0009908","P","flower development","IEA","TAIR:AT3G54560"
"chrChr3_mRNA_474_2958312","LOC_Os03g05900.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G38540"
"chrChr3_mRNA_521_3201345","LOC_Os03g06410.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G08720"
"chrChr2_mRNA_5100_34566122","LOC_Os02g56460.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G15950"
"chrChr3_mRNA_594_3653709","LOC_Os03g07140.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G11980"
"chrChr2_mRNA_5059_34307611","LOC_Os02g56040.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G80030"
"chrChr3_mRNA_326_2003248","LOC_Os03g04340.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G20330"
"chrChr3_mRNA_415_2553889","LOC_Os03g05280.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G03530"
"chrChr3_mRNA_430_2680659","LOC_Os03g05420.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G09980"
"chrChr3_mRNA_436_2715918","LOC_Os03g05480.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G48430"
"chrChr2_mRNA_5223_35303193","LOC_Os02g57650.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G10500"
"chrChr2_mRNA_5223_35303193","LOC_Os02g57650.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G10500"
"chrChr2_mRNA_56_295324","LOC_Os02g01510.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G17260"
"chrChr3_mRNA_719_4350529","LOC_Os03g08470.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G53910"
"chrChr3_mRNA_696_4187158","LOC_Os03g08220.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G17420"
"chrChr3_mRNA_706_4248884","LOC_Os03g08330.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G19180"
"chrChr2_mRNA_5148_34893873","LOC_Os02g56920.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G02205"
"chrChr2_mRNA_5148_34893873","LOC_Os02g56920.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G02205"
"chrChr2_mRNA_4617_31648754","LOC_Os02g51670.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G78080"
"chrChr3_mRNA_164_939195","LOC_Os03g02540.1","GO:0009790","P","embryo development","IEA","TAIR:AT3G61140"
"chrChr3_mRNA_179_997756","LOC_Os03g02680.2","GO:0006950","P","response to stress","IEA","TAIR:AT3G48750"
"chrChr3_mRNA_838_5134303","LOC_Os03g10140.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G66730"
"chrChr3_mRNA_1132_7100048","LOC_Os03g13160.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G16060"
"chrChr3_mRNA_1663_10462507","LOC_Os03g18690.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G29040"
"chrChr3_mRNA_765_4628935","LOC_Os03g08930.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G72210"
"chrChr3_mRNA_769_4652934","LOC_Os03g08960.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G40060"
"chrChr3_mRNA_1897_12108324","LOC_Os03g21210.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G49720"
"chrChr3_mRNA_1899_12126320","LOC_Os03g21240.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT4G28610"
"chrChr3_mRNA_1823_11560162","LOC_Os03g20430.1","GO:0040029","P","regulation of gene expression, epigenetic","IEA","TAIR:AT1G73100"
"chrChr3_mRNA_1835_11653999","LOC_Os03g20570.1","GO:0009790","P","embryo development","IEA","TAIR:AT1G48175"
"chrChr3_mRNA_796_4829533","LOC_Os03g09250.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G22240"
"chrChr3_mRNA_799_4847241","LOC_Os03g09280.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT5G48150"
"chrChr3_mRNA_788_4781570","LOC_Os03g09170.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G78080"
"chrChr1_mRNA_3825_25300974","LOC_Os03g09170.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G78080"
"chrChr1_mRNA_3825_25300974","LOC_Os03g09170.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G78080"
"chrChr3_mRNA_1116_7022844","LOC_Os03g13000.2","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G22870"
"chrChr3_mRNA_1137_7127129","LOC_Os03g13200.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G06720"
"chrChr3_mRNA_1138_7130277","LOC_Os03g13210.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G19890"
"chrChr3_mRNA_1405_8827752","LOC_Os03g16010.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G31420"
"chrChr3_mRNA_930_5721104","LOC_Os03g11120.1","GO:0009908","P","flower development","IEA","TAIR:AT3G55400"
"chrChr3_mRNA_1220_7614083","LOC_Os03g14030.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G38660"
"chrChr3_mRNA_1015_6304848","LOC_Os03g12030.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G68530"
"chrChr3_mRNA_1035_6417903","LOC_Os03g12230.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G33380"
"chrChr3_mRNA_1311_8224127","LOC_Os03g15050.2","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G37870"
"chrChr3_mRNA_1486_9370166","LOC_Os03g16860.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G12580"
"chrChr3_mRNA_1089_6808346","LOC_Os03g12730.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G65700"
"chrChr3_mRNA_1097_6895178","LOC_Os03g12820.2","GO:0009790","P","embryo development","IEA","TAIR:AT1G32230"
"chrChr3_mRNA_1420_8923437","LOC_Os03g16170.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G11410"
"chrChr3_mRNA_1448_9064856","LOC_Os03g16430.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G08540"
"chrChr3_mRNA_1239_7763665","LOC_Os03g14260.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G01960"
"chrChr2_mRNA_2742_19039879","LOC_Os03g15230.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G13340"
"chrChr3_mRNA_1392_8761804","LOC_Os03g15880.4","GO:0009908","P","flower development","IEA","TAIR:AT2G39940"
"chrChr3_mRNA_1310_8212498","LOC_Os03g15040.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G07500"
"chrChr3_mRNA_1598_10006432","LOC_Os03g17980.2","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT3G01090"
"chrChr3_mRNA_1392_8761804","LOC_Os03g15880.4","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G39940"
"chrChr3_mRNA_1381_8687476","LOC_Os03g15750.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT3G19260"
"chrChr4_mRNA_5172_33755461","LOC_Os03g17570.6","GO:0004871","F","signal transducer activity","IEA","TAIR:AT5G02810"
"chrChr3_mRNA_1567_9797238","LOC_Os03g17610.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G02820"
"chrChr3_mRNA_1573_9843336","LOC_Os03g17690.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G07890"
"chrChr3_mRNA_1573_9843336","LOC_Os03g17690.1","GO:0009790","P","embryo development","IEA","TAIR:AT1G07890"
"chrChr3_mRNA_1574_9850384","LOC_Os03g17700.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G45640"
"chrChr3_mRNA_1574_9850384","LOC_Os03g17700.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G45640"
